"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr","rel_status"
"Amaranthus blitum",6,FALSE,2632714,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",971,1951340.13265451,"Accepted",2632714,"Amaranthus blitum",1771,"Genus in Europe"
"Amaranthus blitum subsp. emarginatus",1,FALSE,2632720,"Amaranthaceae","Amaranthus",NA,NA,"Non-Woody","Annual",971,1951340.13265451,"Accepted",2632720,"Amaranthus blitum subsp. emarginatus",1889,"Genus in Europe"
"Amaranthus blitum subsp. oleraceus",3,FALSE,2632724,"Amaranthaceae","Amaranthus",NA,NA,"Non-Woody","Annual",971,1951340.13265451,"Accepted",2632724,"Amaranthus blitum subsp. oleraceus",NA,"Genus in Europe"
"Amaranthus caudatus",8,FALSE,2632762,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",691,1371597.37850691,"Accepted",2632762,"Amaranthus caudatus",1780,"Genus in Europe"
"Amaranthus cruentus",4,FALSE,2632793,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",670,1314681.23745626,"Accepted",2632793,"Amaranthus cruentus",1830,"Genus in Europe"
"Amaranthus deflexus",3,FALSE,2632798,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",774,1732171.06338679,"Accepted",2632798,"Amaranthus deflexus",1830,"Genus in Europe"
"Amaranthus hybridus",11,FALSE,2632871,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",798,1648640.76232554,"Accepted",2632871,"Amaranthus hybridus",1853,"Genus in Europe"
"Amaranthus hybridus subsp. hybridus",2,FALSE,3261821,"Amaranthaceae","Amaranthus",NA,NA,"Non-Woody","Annual",798,1648640.76232554,"Accepted",3261821,"Amaranthus hybridus subsp. hybridus",1950,"Genus in Europe"
"Amaranthus powellii",7,FALSE,2633044,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",773,1545614.49552777,"Accepted",2633044,"Amaranthus powellii",1853,"Genus in Europe"
"Amaranthus retroflexus",62,FALSE,2633061,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",2506,4778246.19250514,"Accepted",2633061,"Amaranthus retroflexus",1760,"Genus in Europe"
"Amaranthus spinosus",4,FALSE,2633107,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",81,173785.704525266,"Accepted",2633107,"Amaranthus spinosus",1883,"Genus in Europe"
"Amaranthus tricolor",1,FALSE,2633132,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",58,133903.37803851,"Accepted",2633132,"Amaranthus tricolor",1877,"Genus in Europe"
"Amaranthus viridis",9,FALSE,2633159,"Amaranthaceae","Amaranthus","Annual","Non-Woody","Non-Woody","Annual",243,499323.950289043,"Accepted",2633159,"Amaranthus viridis",1780,"Genus in Europe"
"Ambrosia artemisiifolia",16,FALSE,2922382,"Asteraceae","Ambrosia","Annual","Non-Woody","Non-Woody","Annual",2002,3691798.76638276,"Accepted",2922382,"Ambrosia artemisiifolia",1700,"Genus in Europe"
"Ambrosia confertiflora",2,FALSE,3119478,"Asteraceae","Ambrosia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Ambrosia psilostachya",3,FALSE,2922398,"Asteraceae","Ambrosia","Perennial","Non-Woody","Non-Woody","Perennial",236,446685.118422546,"Accepted",2922398,"Ambrosia psilostachya",1700,"Genus in Europe"
"Ambrosia trifida",2,FALSE,3119556,"Asteraceae","Ambrosia","Annual","Non-Woody","Non-Woody","Annual",365,699109.445661229,"Accepted",3119556,"Ambrosia trifida",1700,"Genus in Europe"
"Amelanchier alnifolia",2,FALSE,2941208,"Rosaceae","Amelanchier","Perennial","Woody","Woody","Perennial",148,243296.320118116,"Accepted",2941208,"Amelanchier alnifolia",1905,"Genus in Europe"
"Amelanchier asiatica",2,FALSE,2940139,"Rosaceae","Amelanchier","Perennial","Woody","Woody","Perennial",3,7176.90221271165,"Accepted",2940139,"Amelanchier asiatica",NA,"Genus in Europe"
"Amelanchier laevis",2,FALSE,2940246,"Rosaceae","Amelanchier","Perennial","Woody","Woody","Perennial",44,61758.6583365789,"Accepted",2940246,"Amelanchier laevis",1996,"Genus in Europe"
"Amelanchier stolonifera",1,FALSE,2941308,"Rosaceae","Amelanchier","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Amelanchier × lamarckii",11,FALSE,2940252,"Rosaceae","Amelanchier","Perennial","Woody","Woody","Perennial",527,816940.952961027,"Accepted",2940252,"Amelanchier × lamarckii",1867,"Genus in Europe"
"Anabasis prostrata",1,FALSE,2635677,"Amaranthaceae","Anabasis",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Anchusa capensis",4,FALSE,2636491,"Boraginaceae","Anchusa","Perennial","Non-Woody","Non-Woody","Perennial",1,1923.13500397742,"Accepted",2636491,"Anchusa capensis",NA,"Genus in Europe"
"Anchusa strigosa",10,FALSE,2636674,"Boraginaceae","Anchusa","Perennial","Non-Woody","Non-Woody","Perennial",1,2434.04804842061,"Accepted",2636674,"Anchusa strigosa",NA,"Genus in Europe"
"Andropogon gayanus",1,FALSE,392453,"Poaceae","Andropogon","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Andryala glandulosa",3,FALSE,3063804,"Asteraceae","Andryala","Perennial","Non-Woody","Non-Woody","Perennial",3,10021.938132328,"Accepted",3063804,"Andryala glandulosa",NA,"Genus in Europe"
"Andryala pinnatifida",15,FALSE,3063842,"Asteraceae","Andryala","Perennial","Non-Woody","Non-Woody","Perennial",3,9093.413383054,"Accepted",3063842,"Andryala pinnatifida",NA,"Genus in Europe"
"Andryala pinnatifida subsp. ducellieri",1,FALSE,3063857,"Asteraceae","Andryala",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Andryala pinnatifida subsp. mogadorensis",1,FALSE,3063864,"Asteraceae","Andryala",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Anemone virginiana",1,FALSE,2638797,"Ranunculaceae","Anemone","Perennial","Non-Woody","Non-Woody","Perennial",2,7088.45748453374,"Accepted",2638797,"Anemone virginiana",NA,"Genus in Europe"
"Angelica atropurpurea",1,FALSE,2639008,"Apiaceae","Angelica","Perennial","Non-Woody","Non-Woody","Perennial",4,7355.61630673439,"Accepted",2639008,"Angelica atropurpurea",NA,"Genus in Europe"
"Angelica nitida",1,FALSE,2639187,"Apiaceae","Angelica","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Angelica ursina",1,FALSE,2639313,"Apiaceae","Angelica","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Anthemis bornmuelleri",2,FALSE,3110697,"Asteraceae","Anthemis","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Anthemis kotschyana",2,FALSE,3110918,"Asteraceae","Anthemis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Anthemis rascheyana",2,FALSE,3111041,"Asteraceae","Anthemis","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Anthemis retusa",1,FALSE,3111044,"Asteraceae","Anthemis",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Anthriscus lamprocarpa",1,FALSE,2641830,"Apiaceae","Anthriscus",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Anthriscus sylvestris subsp. mollis",1,FALSE,2870915,"Apiaceae","Anthriscus",NA,NA,"Non-Woody","Annual",3825,5578498.47919482,"Accepted",2870915,"Anthriscus sylvestris subsp. mollis",NA,"Genus in Europe"
"Apium australe",1,FALSE,2644008,"Apiaceae","Apium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Apium prostratum",2,FALSE,2644120,"Apiaceae","Apium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Apteranthes burchardii",2,FALSE,220652,"Apocynaceae","Apteranthes","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aquilegia buergeriana",3,FALSE,2644645,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aquilegia canadensis",2,FALSE,2644676,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",2644676,"Aquilegia canadensis",NA,"Genus in Europe"
"Aquilegia chrysantha",3,FALSE,2644712,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",11,19260.6783499435,"Accepted",2644712,"Aquilegia chrysantha",2017,"Genus in Europe"
"Aquilegia coerulea var. coerulea",4,FALSE,3261940,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aquilegia ecalcarata",1,FALSE,2644748,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",2644748,"Aquilegia ecalcarata",NA,"Genus in Europe"
"Aquilegia flabellata",5,FALSE,2644771,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",1,2623.23461311009,"Accepted",2644771,"Aquilegia flabellata",NA,"Genus in Europe"
"Aquilegia formosa",2,FALSE,2644784,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",2644784,"Aquilegia formosa",NA,"Genus in Europe"
"Aquilegia fragrans",2,FALSE,2644809,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",2644809,"Aquilegia fragrans",NA,"Genus in Europe"
"Aquilegia glandulosa",3,FALSE,2644816,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",7,7496.31300420811,"Accepted",2644816,"Aquilegia glandulosa",NA,"Genus in Europe"
"Aquilegia lactiflora",1,FALSE,2644866,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aquilegia longissima",1,FALSE,2644879,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",2644879,"Aquilegia longissima",NA,"Genus in Europe"
"Aquilegia oxysepala",1,FALSE,2644933,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aquilegia sibirica",2,FALSE,2644989,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aquilegia skinneri",1,FALSE,2645001,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aquilegia viridiflora",3,FALSE,2645036,"Ranunculaceae","Aquilegia","Perennial","Non-Woody","Non-Woody","Perennial",11,17068.681349457,"Accepted",2645036,"Aquilegia viridiflora",NA,"Genus in Europe"
"Arabidopsis arenicola",1,FALSE,2603528,"Brassicaceae","Arabidopsis",NA,"Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Arabis aubrietioides",2,FALSE,2645361,"Brassicaceae","Arabis","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Arabis mollis subsp. graellsiiformis",1,FALSE,3001597,"Brassicaceae","Arabis",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Arabis nordmanniana",1,FALSE,2645956,"Brassicaceae","Arabis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Arabis stelleri",1,FALSE,2646254,"Brassicaceae","Arabis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Arbutus canariensis",2,FALSE,2646659,"Ericaceae","Arbutus","Perennial","Woody","Woody","Perennial",1,2169.67829009193,"Accepted",2646659,"Arbutus canariensis",NA,"Genus in Europe"
"Arbutus × andrachnoides",1,FALSE,2646653,"Ericaceae","Arbutus","Perennial","Woody","Woody","Perennial",3,5518.31034463805,"Accepted",2646653,"Arbutus × andrachnoides",NA,"Genus in Europe"
"Arctium palladinii",2,FALSE,3043691,"Asteraceae","Arctium",NA,NA,"Non-Woody","Perennial",1,1883.54090557634,"Accepted",3043691,"Arctium palladinii",NA,"Genus in Europe"
"Arctotis perfoliata",1,FALSE,3075724,"Asteraceae","Arctotis","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Argentina lineata",1,FALSE,3001621,"Rosaceae","Argentina","Perennial","Non-Woody","Non-Woody","Perennial",4,6590.53527578832,"Accepted",3001621,"Argentina lineata",NA,"Genus in Europe"
"Aristolochia auricularia",1,FALSE,2651177,"Aristolochiaceae","Aristolochia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aristolochia billardieri",1,FALSE,2651205,"Aristolochiaceae","Aristolochia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aristolochia bottae",1,FALSE,2651217,"Aristolochiaceae","Aristolochia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aristolochia iberica",1,FALSE,2651502,"Aristolochiaceae","Aristolochia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aristolochia incisa",1,FALSE,2651506,"Aristolochiaceae","Aristolochia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aristolochia maurorum",5,FALSE,2651639,"Aristolochiaceae","Aristolochia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aristolochia paecilantha",2,FALSE,2651732,"Aristolochiaceae","Aristolochia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Aristolochia pontica",1,FALSE,2651795,"Aristolochiaceae","Aristolochia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Armeria maderensis",2,FALSE,2652509,"Plumbaginaceae","Armeria",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia argentea",5,FALSE,3107681,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",4,11387.0943594996,"Accepted",3107681,"Artemisia argentea",NA,"Genus in Europe"
"Artemisia argyi",1,FALSE,2901444,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",19,35312.9638193584,"Accepted",2901444,"Artemisia argyi",1988,"Genus in Europe"
"Artemisia biennis",2,FALSE,3107730,"Asteraceae","Artemisia","Annual","Non-Woody","Non-Woody","Annual",157,278990.272642122,"Accepted",3107730,"Artemisia biennis",1890,"Genus in Europe"
"Artemisia cina",1,FALSE,2921988,"Asteraceae","Artemisia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia fragrans",11,FALSE,3109010,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",15,24842.6407723027,"Accepted",3109010,"Artemisia fragrans",NA,"Genus in Europe"
"Artemisia incana",1,FALSE,3108133,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia judaica",2,FALSE,3108164,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia ludoviciana",3,FALSE,2922554,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",82,125420.180752981,"Accepted",2922554,"Artemisia ludoviciana",1850,"Genus in Europe"
"Artemisia mendozana var. mendozana",1,FALSE,3267146,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia monosperma",2,FALSE,3108406,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia montana",3,FALSE,3108409,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia princeps",1,FALSE,3108571,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",8,11095.2616416975,"Accepted",3108571,"Artemisia princeps",1911,"Genus in Europe"
"Artemisia ramosa",2,FALSE,3109201,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia schmidtiana",1,FALSE,3108692,"Asteraceae","Artemisia","Perennial",NA,"Non-Woody","Perennial",2,2664.55468225303,"Accepted",3108692,"Artemisia schmidtiana",NA,"Genus in Europe"
"Artemisia selengensis",1,FALSE,3108698,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",16,31880.0382439278,"Accepted",3108698,"Artemisia selengensis",1927,"Genus in Europe"
"Artemisia serrata",1,FALSE,3108623,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia sieberi",1,FALSE,3109250,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia sieversiana",4,FALSE,3108715,"Asteraceae","Artemisia",NA,"Non-Woody","Non-Woody","Perennial",192,317731.712236523,"Accepted",3108715,"Artemisia sieversiana",1805,"Genus in Europe"
"Artemisia suksdorfii",1,FALSE,3108786,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia terrae-albae",1,FALSE,3109283,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Artemisia thuscula",37,FALSE,3108808,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",5,16199.0495510237,"Accepted",3108808,"Artemisia thuscula",NA,"Genus in Europe"
"Artemisia verlotiorum",26,FALSE,2901499,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",687,1453344.52946046,"Accepted",2901499,"Artemisia verlotiorum",1895,"Genus in Europe"
"Arum italicum subsp. canariense",1,FALSE,16191,"Araceae","Arum",NA,NA,"Non-Woody","Perennial",1209,2387911.64744859,"Accepted",16191,"Arum italicum subsp. canariense",NA,"Genus in Europe"
"Arundo donax",43,FALSE,396629,"Poaceae","Arundo","Perennial",NA,"Non-Woody","Perennial",653,1391912.77645032,"Accepted",396629,"Arundo donax",1846,"Genus in Europe"
"Asarum caudatum",1,FALSE,2654279,"Aristolochiaceae","Asarum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Asarum heterotropoides",1,FALSE,2654341,"Aristolochiaceae","Asarum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Asarum lemmonii",1,FALSE,2654372,"Aristolochiaceae","Asarum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Asarum sieboldii",1,FALSE,2654443,"Aristolochiaceae","Asarum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Asparagus aethiopicus",5,FALSE,274924,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",28,53593.1605487099,"Accepted",274924,"Asparagus aethiopicus",NA,"Genus in Europe"
"Asparagus densiflorus",2,FALSE,275016,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",24,39224.5708222384,"Accepted",275016,"Asparagus densiflorus",NA,"Genus in Europe"
"Asparagus nesiotes subsp. purpuriensis",1,FALSE,275190,"Asparagaceae","Asparagus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Asparagus pastorianus",1,FALSE,275218,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",4,14683.2747561455,"Accepted",275218,"Asparagus pastorianus",NA,"Genus in Europe"
"Asparagus scoparius",1,FALSE,275288,"Asparagaceae","Asparagus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Asparagus setaceus",4,FALSE,275292,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",66,121170.248817904,"Accepted",275292,"Asparagus setaceus",NA,"Genus in Europe"
"Asperula glomerata",1,FALSE,16864,"Rubiaceae","Asperula","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Asperula xylorrhiza",1,FALSE,17187,"Rubiaceae","Asperula","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Asplenium daucifolium",1,FALSE,3144492,"Aspleniaceae","Asplenium",NA,"Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",3144492,"Asplenium daucifolium",NA,"Genus in Europe"
"Asplenium nidus",6,FALSE,3147603,"Aspleniaceae","Asplenium","Perennial","Non-Woody","Non-Woody","Perennial",2,6547.38300307135,"Accepted",3147603,"Asplenium nidus",NA,"Genus in Europe"
"Aster indicus var. indicus",1,FALSE,3267009,"Asteraceae","Aster",NA,NA,"Non-Woody","Perennial",5901,8617407.84018205,"Accepted",3267009,"Aster indicus var. indicus",NA,"Genus in Europe"
"Asteriscus graveolens",1,FALSE,3114018,"Asteraceae","Asteriscus","Perennial","Woody","Woody","Perennial",1,409.8701150774,"Accepted",3114018,"Asteriscus graveolens",NA,"Genus in Europe"
"Asteriscus graveolens subsp. stenophyllus",1,FALSE,3114043,"Asteraceae","Asteriscus",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Asteriscus imbricatus",1,FALSE,3114050,"Asteraceae","Asteriscus",NA,NA,"Woody","Perennial",1,946.323421394446,"Accepted",3114050,"Asteriscus imbricatus",NA,"Genus in Europe"
"Asteriscus sericeus",6,FALSE,3114066,"Asteraceae","Asteriscus","Perennial","Woody","Woody","Perennial",2,6099.72969242451,"Accepted",3114066,"Asteriscus sericeus",NA,"Genus in Europe"
"Astragalus aduncus",1,FALSE,2657215,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Astragalus amoenus",1,FALSE,2657418,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Astragalus arbuscula",1,FALSE,2657569,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Astragalus armatus",1,FALSE,2657625,"Fabaceae","Astragalus","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
