"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle"
"Adonis pyrenaica",1,TRUE,2623191,"Ranunculaceae","Adonis","Perennial","Non-Woody","Non-Woody","Perennial"
"Adonis vernalis",9,TRUE,2623208,"Ranunculaceae","Adonis","Perennial","Non-Woody","Non-Woody","Perennial"
"Adonis volgensis",3,TRUE,2623216,"Ranunculaceae","Adonis","Perennial","Non-Woody","Non-Woody","Perennial"
"Adoxa moschatellina",12,TRUE,2623230,"Viburnaceae","Adoxa","Perennial","Non-Woody","Non-Woody","Perennial"
"Aegilops biuncialis",1,TRUE,387581,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops caudata",2,TRUE,387592,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops columnaris",2,TRUE,387604,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops crassa",6,FALSE,387623,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops cylindrica",19,TRUE,387641,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops geniculata",5,TRUE,387679,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops kotschyi",3,FALSE,387702,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops longissima",1,FALSE,387443,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops neglecta",6,TRUE,387486,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops peregrina",4,TRUE,387536,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops speltoides",2,TRUE,387809,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops tauschii",4,TRUE,387847,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops triuncialis",12,TRUE,387878,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops umbellulata",2,TRUE,387930,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegilops ventricosa",4,TRUE,387953,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual"
"Aegonychon purpurocaeruleum",24,TRUE,2623481,"Boraginaceae","Aegonychon","Perennial","Non-Woody","Non-Woody","Perennial"
"Aegopodium podagraria",76,TRUE,2623499,"Apiaceae","Aegopodium","Perennial","Non-Woody","Non-Woody","Perennial"
"Aegopodium tribracteolatum",1,FALSE,2623506,"Apiaceae","Aegopodium",NA,NA,"Non-Woody","Perennial"
"Aeluropus lagopoides",2,TRUE,388021,"Poaceae","Aeluropus","Perennial","Non-Woody","Non-Woody","Perennial"
"Aeluropus littoralis",10,TRUE,388026,"Poaceae","Aeluropus","Perennial","Non-Woody","Non-Woody","Perennial"
"Aeonium arboreum",5,FALSE,2623539,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial"
"Aeonium arboreum subsp. arboreum",3,FALSE,3261703,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial"
"Aeonium arboreum subsp. holochrysum",4,FALSE,2895446,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial"
"Aeonium balsamiferum",1,FALSE,2623543,"Crassulaceae","Aeonium","Perennial",NA,"Non-Woody","Perennial"
"Aeonium canariense subsp. christii",1,FALSE,2895449,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial"
"Aeonium ciliatum",1,FALSE,2623562,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial"
"Aeonium cuneatum",1,FALSE,2623568,"Crassulaceae","Aeonium",NA,"Non-Woody","Non-Woody","Perennial"
"Aeonium decorum",1,FALSE,2623570,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial"
"Aeonium glandulosum",2,FALSE,2623579,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial"
"Aeonium glutinosum",2,FALSE,2623580,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial"
"Aeonium haworthii",1,FALSE,2623586,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial"
"Aeonium hierrense",1,FALSE,2623587,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial"
"Aeonium percarneum",2,FALSE,2623619,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial"
"Aeonium spathulatum",2,FALSE,2623634,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial"
"Aeonium tabulaeforme",3,FALSE,2623641,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial"
"Aeonium undulatum",2,FALSE,2623646,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial"
"Aeonium urbicum",2,FALSE,2623647,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial"
"Aesculus chinensis",1,FALSE,2624488,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus flava",4,FALSE,2624500,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus glabra",5,FALSE,2624506,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus hippocastanum",83,TRUE,2624517,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus indica",3,FALSE,2624522,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus parviflora",3,FALSE,2624566,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus pavia",8,FALSE,2624568,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus turbinata",2,FALSE,2624593,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus × bushii",1,FALSE,2624480,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus × hybrida",1,FALSE,2624521,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aesculus × neglecta",4,FALSE,2624546,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial"
"Aethionema arabicum",3,TRUE,2624650,"Brassicaceae","Aethionema","Annual","Non-Woody","Non-Woody","Annual"
"Aethionema grandiflorum",1,FALSE,2624694,"Brassicaceae","Aethionema","Perennial","Non-Woody","Non-Woody","Perennial"
"Aethionema orbiculatum",1,TRUE,2624720,"Brassicaceae","Aethionema","Perennial",NA,"Non-Woody","Perennial"
"Aethionema saxatile",4,TRUE,2624738,"Brassicaceae","Aethionema","Perennial","Non-Woody","Non-Woody","Perennial"
"Aethionema thomasianum",1,TRUE,2624767,"Brassicaceae","Aethionema","Perennial","Non-Woody","Non-Woody","Perennial"
"Aethusa cynapium",10,TRUE,2624785,"Apiaceae","Aethusa","Annual","Non-Woody","Non-Woody","Annual"
"Agapanthus africanus",1,FALSE,293521,"Amaryllidaceae","Agapanthus","Perennial","Non-Woody","Non-Woody","Perennial"
"Agapetes odontocera var. odontocera",1,FALSE,3261729,"Ericaceae","Agapetes",NA,NA,NA,NA
"Agastache foeniculum",2,FALSE,4454,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial"
"Agastache nepetoides",1,FALSE,4471,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial"
"Agastache pringlei",1,FALSE,4491,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial"
"Agastache rugosa",1,FALSE,4494,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial"
"Agave americana",11,FALSE,293578,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial"
"Agave americana var. franzosini",1,FALSE,523519,"Asparagaceae","Agave",NA,NA,"Non-Woody","Perennial"
"Agave amica",2,FALSE,532780,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial"
"Agave attenuata",1,FALSE,293622,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial"
"Agave fourcroydes",1,FALSE,293821,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial"
"Agave salmiana",1,FALSE,294171,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial"
"Ageratina adenophora",11,FALSE,3126916,"Asteraceae","Ageratina","Perennial",NA,"Non-Woody","Perennial"
"Ageratina altissima",2,FALSE,3126945,"Asteraceae","Ageratina","Perennial","Non-Woody","Non-Woody","Perennial"
"Ageratina aromatica",1,FALSE,3126988,"Asteraceae","Ageratina","Perennial","Non-Woody","Non-Woody","Perennial"
"Ageratum houstonianum",1,FALSE,3129279,"Asteraceae","Ageratum","Annual","Non-Woody","Non-Woody","Annual"
"Agrimonia eupatoria",42,TRUE,2907448,"Rosaceae","Agrimonia",NA,"Non-Woody","Non-Woody","Perennial"
"Agrimonia parviflora",1,FALSE,2907628,"Rosaceae","Agrimonia","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrimonia pilosa",2,TRUE,2901782,"Rosaceae","Agrimonia","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrimonia procera",9,TRUE,2938687,"Rosaceae","Agrimonia","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrimonia repens",5,FALSE,2938694,"Rosaceae","Agrimonia","Perennial","Non-Woody","Non-Woody","Perennial"
"Agropyron cristatum",32,TRUE,388313,"Poaceae","Agropyron","Perennial","Non-Woody","Non-Woody","Perennial"
"Agropyron dasyanthum",2,TRUE,388368,"Poaceae","Agropyron","Perennial","Non-Woody","Non-Woody","Perennial"
"Agropyron desertorum",2,TRUE,388384,"Poaceae","Agropyron","Perennial","Non-Woody","Non-Woody","Perennial"
"Agropyron fragile",2,TRUE,388438,"Poaceae","Agropyron","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostemma githago",11,TRUE,2626726,"Caryophyllaceae","Agrostemma","Annual","Non-Woody","Non-Woody","Annual"
"Agrostis canina",28,TRUE,389335,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostis capillaris",123,TRUE,387729,"Poaceae","Agrostis",NA,"Non-Woody","Non-Woody","Perennial"
"Agrostis castellana",11,TRUE,387742,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostis exarata",1,FALSE,389557,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostis gigantea",25,TRUE,389634,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostis gigantea subsp. maeotica",1,TRUE,389636,"Poaceae","Agrostis",NA,NA,"Non-Woody","Perennial"
"Agrostis mertensii",3,TRUE,389907,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostis pourretii",2,TRUE,390132,"Poaceae","Agrostis","Annual","Non-Woody","Non-Woody","Annual"
"Agrostis rupestris",6,TRUE,390243,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostis scabra",1,FALSE,390266,"Poaceae","Agrostis",NA,"Non-Woody","Non-Woody","Perennial"
"Agrostis schraderiana",5,TRUE,390304,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostis stolonifera",74,TRUE,390383,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostis vinealis",6,TRUE,390633,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial"
"Agrostula truncatula subsp. durieui",2,TRUE,540020,"Poaceae","Agrostula",NA,NA,NA,NA
"Aichryson bollei",1,FALSE,2626770,"Crassulaceae","Aichryson","Perennial","Non-Woody","Non-Woody","Perennial"
"Aichryson dichotomum",3,FALSE,2626773,"Crassulaceae","Aichryson",NA,NA,"Non-Woody","Annual"
"Aichryson divaricatum",1,FALSE,2626774,"Crassulaceae","Aichryson",NA,"Non-Woody","Non-Woody","Annual"
"Aichryson laxum",2,FALSE,2626782,"Crassulaceae","Aichryson",NA,"Non-Woody","Non-Woody","Annual"
"Aichryson parlatorei",1,FALSE,2626791,"Crassulaceae","Aichryson","Annual","Non-Woody","Non-Woody","Annual"
"Aichryson punctatum",3,FALSE,2626798,"Crassulaceae","Aichryson","Annual","Non-Woody","Non-Woody","Annual"
"Aichryson tortuosum",1,FALSE,2626804,"Crassulaceae","Aichryson","Perennial",NA,"Non-Woody","Perennial"
"Ailanthus altissima",18,FALSE,2626815,"Simaroubaceae","Ailanthus","Perennial","Woody","Woody","Perennial"
"Aira caryophyllea",7,TRUE,390804,"Poaceae","Aira","Annual","Non-Woody","Non-Woody","Annual"
"Aira elegans",2,TRUE,519580,"Poaceae","Aira","Annual","Non-Woody","Non-Woody","Annual"
"Aira praecox",6,TRUE,391043,"Poaceae","Aira","Annual","Non-Woody","Non-Woody","Annual"
"Aizoon canariense",1,FALSE,2627016,"Aizoaceae","Aizoon",NA,"Non-Woody","Non-Woody",NA
"Ajania pacifica",1,FALSE,3107194,"Asteraceae","Ajania","Perennial","Non-Woody","Non-Woody","Perennial"
"Ajuga chamaepitys",5,TRUE,5197,"Lamiaceae","Ajuga","Annual","Non-Woody","Non-Woody","Annual"
"Ajuga chamaepitys subsp. chia",6,TRUE,5200,"Lamiaceae","Ajuga",NA,NA,"Non-Woody","Perennial"
"Ajuga genevensis",10,TRUE,5266,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial"
"Ajuga iva",2,TRUE,5293,"Lamiaceae","Ajuga","Perennial",NA,"Non-Woody","Perennial"
"Ajuga laxmannii",4,TRUE,5308,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial"
"Ajuga orientalis",1,TRUE,5347,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial"
"Ajuga pyramidalis",2,TRUE,5370,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial"
"Ajuga reptans",27,TRUE,5385,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial"
"Ajuga salicifolia",3,TRUE,5393,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial"
"Akebia quinata",2,FALSE,517411,"Lardizabalaceae","Akebia","Perennial","Woody","Woody","Perennial"
"Akebia trifoliata",1,FALSE,517421,"Lardizabalaceae","Akebia","Perennial","Woody","Woody","Perennial"
"Akhania canescens",1,FALSE,3288839,"Amaranthaceae","Akhania","Perennial",NA,NA,"Perennial"
"Albizia julibrissin",13,FALSE,2627374,"Fabaceae","Albizia","Perennial","Woody","Woody","Perennial"
"Albizia lebbeck",1,FALSE,2627391,"Fabaceae","Albizia","Perennial","Woody","Woody","Perennial"
"Albizia procera",1,FALSE,2627494,"Fabaceae","Albizia","Perennial","Woody","Woody","Perennial"
"Albuca bracteata",1,FALSE,456152,"Asparagaceae","Albuca","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea acaulis",2,FALSE,2627621,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea apterocarpa",3,FALSE,2627628,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea biennis",7,TRUE,2627634,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea calvertii",1,FALSE,2627635,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea digitata",1,FALSE,2627641,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea dissecta",2,FALSE,2627642,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea excubita",1,FALSE,2627645,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea flavovirens",1,FALSE,2627649,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea heldreichii",1,TRUE,2627660,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea hohenackeri",2,FALSE,2627661,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea nudiflora",2,FALSE,2909953,"Malvaceae","Alcea",NA,"Non-Woody","Non-Woody","Perennial"
"Alcea rosea",57,FALSE,2627710,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea rufescens",1,FALSE,2627713,"Malvaceae","Alcea",NA,NA,"Non-Woody","Perennial"
"Alcea rugosa",4,TRUE,2627714,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea setosa",5,TRUE,2627719,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea striata",3,FALSE,2627724,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alcea tabrisiana",1,FALSE,2627728,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla acutidens",3,TRUE,2938705,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla alpigena",1,TRUE,2938925,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla alpina",12,TRUE,2938928,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla arvensis",2,TRUE,2938788,"Rosaceae","Alchemilla","Annual","Non-Woody","Non-Woody","Annual"
"Alchemilla australis",1,TRUE,3226041,"Rosaceae","Alchemilla","Annual","Non-Woody","Non-Woody","Annual"
"Alchemilla barbatiflora",1,FALSE,2938910,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla bulgarica",2,TRUE,2939023,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla catachnoa",1,TRUE,2939049,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla chirophylla",1,TRUE,2939123,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla colorata",1,TRUE,2939140,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla conjuncta",4,TRUE,2939158,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla connivens",1,TRUE,2939160,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla coriacea",1,TRUE,2939166,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla crinita",2,TRUE,2939182,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla filicaulis",1,TRUE,2939303,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla fissa",5,TRUE,2939319,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla flabellata",2,TRUE,2939333,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla glabra",6,TRUE,2939375,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla glaucescens",2,TRUE,2939395,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla glomerulans",3,TRUE,2939401,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla heterophylla",1,TRUE,2939536,"Rosaceae","Alchemilla",NA,NA,"Non-Woody","Perennial"
"Alchemilla holocycla",1,FALSE,2939561,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla hoppeana",3,TRUE,2939566,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla hybrida",2,TRUE,2939619,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla indivisa",2,TRUE,2939439,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla micans",1,TRUE,2939817,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla microcarpa",1,TRUE,2939829,"Rosaceae","Alchemilla","Annual","Non-Woody","Non-Woody","Annual"
"Alchemilla mollis",8,TRUE,2939865,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla monticola",4,TRUE,2939882,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla murbeckiana",3,TRUE,2939898,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla nitida",3,TRUE,2939920,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla othmarii",1,TRUE,2939966,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla oxyodonta",1,TRUE,2939968,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla pallens",1,TRUE,2939975,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla pentaphyllea",2,TRUE,2940025,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla plicata",1,TRUE,2940059,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla plicatula",1,TRUE,2940064,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla propinqua",1,TRUE,2940106,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla pseudocartalinica",1,FALSE,2940112,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla sarmatica",2,TRUE,2940532,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla sericata",1,FALSE,2939708,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla splendens",1,TRUE,2940554,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla subcrenata",4,TRUE,2940615,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla tenuis",1,TRUE,2940707,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla transiens",1,TRUE,2940715,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla vetteri",1,TRUE,2940772,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla vulgaris",24,TRUE,2940791,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla walasii",1,TRUE,2941166,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla wichurae",1,TRUE,2941179,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alchemilla xanthochlora",9,TRUE,2941188,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial"
"Alfredia cernua",2,FALSE,3043546,"Asteraceae","Alfredia","Perennial","Non-Woody","Non-Woody","Perennial"
"Alhagi graecorum",4,TRUE,2628348,"Fabaceae","Alhagi","Perennial","Woody","Woody","Perennial"
