"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","min_fr"
"Adenostyles alpina subsp. pyrenaica",4,TRUE,3086755,"Asteraceae","Adenostyles",NA,NA,"Non-Woody","Perennial",NA
"Adenostyles australis",2,TRUE,3086759,"Asteraceae","Adenostyles",NA,NA,"Non-Woody","Perennial",NA
"Adenostyles leucophylla",6,TRUE,3086778,"Asteraceae","Adenostyles","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Adiantum capillus-veneris",6,TRUE,3147345,"Pteridaceae","Adiantum","Perennial","Non-Woody","Non-Woody","Perennial",1993
"Adonis aestivalis",7,TRUE,2623039,"Ranunculaceae","Adonis","Annual","Non-Woody","Non-Woody","Annual",NA
"Adonis annua",3,TRUE,2623065,"Ranunculaceae","Adonis","Annual","Non-Woody","Non-Woody","Annual",1548
"Adonis distorta",1,TRUE,2623126,"Ranunculaceae","Adonis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Adonis flammea",3,TRUE,2623131,"Ranunculaceae","Adonis","Annual","Non-Woody","Non-Woody","Annual",1807
"Adonis pyrenaica",1,TRUE,2623191,"Ranunculaceae","Adonis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Adonis vernalis",9,TRUE,2623208,"Ranunculaceae","Adonis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Adonis volgensis",3,TRUE,2623216,"Ranunculaceae","Adonis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Adoxa moschatellina",12,TRUE,2623230,"Viburnaceae","Adoxa","Perennial","Non-Woody","Non-Woody","Perennial",1863
"Aegilops biuncialis",1,TRUE,387581,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA
"Aegilops caudata",2,TRUE,387592,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA
"Aegilops columnaris",2,TRUE,387604,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA
"Aegilops crassa",6,FALSE,387623,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA
"Aegilops cylindrica",19,TRUE,387641,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",1854
"Aegilops geniculata",5,TRUE,387679,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",1854
"Aegilops kotschyi",3,FALSE,387702,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA
"Aegilops longissima",1,FALSE,387443,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA
"Aegilops neglecta",6,TRUE,387486,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA
"Aegilops peregrina",4,TRUE,387536,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA
"Aegilops speltoides",2,TRUE,387809,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",1937
"Aegilops tauschii",4,TRUE,387847,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",1962
"Aegilops triuncialis",12,TRUE,387878,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",1835
"Aegilops umbellulata",2,TRUE,387930,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA
"Aegilops ventricosa",4,TRUE,387953,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",1835
"Aegonychon purpurocaeruleum",24,TRUE,2623481,"Boraginaceae","Aegonychon","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aegopodium podagraria",76,TRUE,2623499,"Apiaceae","Aegopodium","Perennial","Non-Woody","Non-Woody","Perennial",1578
"Aegopodium tribracteolatum",1,FALSE,2623506,"Apiaceae","Aegopodium",NA,NA,"Non-Woody","Perennial",NA
"Aeluropus lagopoides",2,TRUE,388021,"Poaceae","Aeluropus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aeluropus littoralis",10,TRUE,388026,"Poaceae","Aeluropus","Perennial","Non-Woody","Non-Woody","Perennial",1853
"Aeonium arboreum",5,FALSE,2623539,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial",1661
"Aeonium arboreum subsp. arboreum",3,FALSE,3261703,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial",NA
"Aeonium arboreum subsp. holochrysum",4,FALSE,2895446,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial",NA
"Aeonium balsamiferum",1,FALSE,2623543,"Crassulaceae","Aeonium","Perennial",NA,"Non-Woody","Perennial",NA
"Aeonium canariense subsp. christii",1,FALSE,2895449,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial",NA
"Aeonium ciliatum",1,FALSE,2623562,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aeonium cuneatum",1,FALSE,2623568,"Crassulaceae","Aeonium",NA,"Non-Woody","Non-Woody","Perennial",1963
"Aeonium decorum",1,FALSE,2623570,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial",NA
"Aeonium glandulosum",2,FALSE,2623579,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aeonium glutinosum",2,FALSE,2623580,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aeonium haworthii",1,FALSE,2623586,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial",1994
"Aeonium hierrense",1,FALSE,2623587,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aeonium percarneum",2,FALSE,2623619,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aeonium spathulatum",2,FALSE,2623634,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aeonium tabulaeforme",3,FALSE,2623641,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial",NA
"Aeonium undulatum",2,FALSE,2623646,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial",NA
"Aeonium urbicum",2,FALSE,2623647,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aesculus chinensis",1,FALSE,2624488,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",NA
"Aesculus flava",4,FALSE,2624500,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",1813
"Aesculus glabra",5,FALSE,2624506,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",NA
"Aesculus hippocastanum",83,TRUE,2624517,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",1600
"Aesculus indica",3,FALSE,2624522,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",1989
"Aesculus parviflora",3,FALSE,2624566,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",1996
"Aesculus pavia",8,FALSE,2624568,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",1959
"Aesculus turbinata",2,FALSE,2624593,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",NA
"Aesculus × bushii",1,FALSE,2624480,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",NA
"Aesculus × hybrida",1,FALSE,2624521,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",NA
"Aesculus × neglecta",4,FALSE,2624546,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",NA
"Aethionema arabicum",3,TRUE,2624650,"Brassicaceae","Aethionema","Annual","Non-Woody","Non-Woody","Annual",NA
"Aethionema grandiflorum",1,FALSE,2624694,"Brassicaceae","Aethionema","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aethionema orbiculatum",1,TRUE,2624720,"Brassicaceae","Aethionema","Perennial",NA,"Non-Woody","Perennial",NA
"Aethionema saxatile",4,TRUE,2624738,"Brassicaceae","Aethionema","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aethionema thomasianum",1,TRUE,2624767,"Brassicaceae","Aethionema","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aethusa cynapium",10,TRUE,2624785,"Apiaceae","Aethusa","Annual","Non-Woody","Non-Woody","Annual",1600
"Agapanthus africanus",1,FALSE,293521,"Amaryllidaceae","Agapanthus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agapetes odontocera var. odontocera",1,FALSE,3261729,"Ericaceae","Agapetes",NA,NA,NA,NA,NA
"Agastache foeniculum",2,FALSE,4454,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial",1998
"Agastache nepetoides",1,FALSE,4471,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agastache pringlei",1,FALSE,4491,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agastache rugosa",1,FALSE,4494,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial",1959
"Agave americana",11,FALSE,293578,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",1599
"Agave americana var. franzosini",1,FALSE,523519,"Asparagaceae","Agave",NA,NA,"Non-Woody","Perennial",NA
"Agave amica",2,FALSE,532780,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agave attenuata",1,FALSE,293622,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agave fourcroydes",1,FALSE,293821,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agave salmiana",1,FALSE,294171,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ageratina adenophora",11,FALSE,3126916,"Asteraceae","Ageratina","Perennial",NA,"Non-Woody","Perennial",1940
"Ageratina altissima",2,FALSE,3126945,"Asteraceae","Ageratina","Perennial","Non-Woody","Non-Woody","Perennial",1908
"Ageratina aromatica",1,FALSE,3126988,"Asteraceae","Ageratina","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ageratum houstonianum",1,FALSE,3129279,"Asteraceae","Ageratum","Annual","Non-Woody","Non-Woody","Annual",1908
"Agrimonia eupatoria",42,TRUE,2907448,"Rosaceae","Agrimonia",NA,"Non-Woody","Non-Woody","Perennial",NA
"Agrimonia parviflora",1,FALSE,2907628,"Rosaceae","Agrimonia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agrimonia pilosa",2,TRUE,2901782,"Rosaceae","Agrimonia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agrimonia procera",9,TRUE,2938687,"Rosaceae","Agrimonia","Perennial","Non-Woody","Non-Woody","Perennial",1827
"Agrimonia repens",5,FALSE,2938694,"Rosaceae","Agrimonia","Perennial","Non-Woody","Non-Woody","Perennial",1827
"Agropyron cristatum",32,TRUE,388313,"Poaceae","Agropyron","Perennial","Non-Woody","Non-Woody","Perennial",1823
"Agropyron dasyanthum",2,TRUE,388368,"Poaceae","Agropyron","Perennial","Non-Woody","Non-Woody","Perennial",1962
"Agropyron desertorum",2,TRUE,388384,"Poaceae","Agropyron","Perennial","Non-Woody","Non-Woody","Perennial",1965
"Agropyron fragile",2,TRUE,388438,"Poaceae","Agropyron","Perennial","Non-Woody","Non-Woody","Perennial",1962
"Agrostemma githago",11,TRUE,2626726,"Caryophyllaceae","Agrostemma","Annual","Non-Woody","Non-Woody","Annual",400
"Agrostis canina",28,TRUE,389335,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agrostis capillaris",123,TRUE,387729,"Poaceae","Agrostis",NA,"Non-Woody","Non-Woody","Perennial",1983
"Agrostis castellana",11,TRUE,387742,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial",1904
"Agrostis exarata",1,FALSE,389557,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial",1891
"Agrostis gigantea",25,TRUE,389634,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial",1796
"Agrostis gigantea subsp. maeotica",1,TRUE,389636,"Poaceae","Agrostis",NA,NA,"Non-Woody","Perennial",NA
"Agrostis mertensii",3,TRUE,389907,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agrostis pourretii",2,TRUE,390132,"Poaceae","Agrostis","Annual","Non-Woody","Non-Woody","Annual",NA
"Agrostis rupestris",6,TRUE,390243,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agrostis scabra",1,FALSE,390266,"Poaceae","Agrostis",NA,"Non-Woody","Non-Woody","Perennial",1892
"Agrostis schraderiana",5,TRUE,390304,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agrostis stolonifera",74,TRUE,390383,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial",1874
"Agrostis vinealis",6,TRUE,390633,"Poaceae","Agrostis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Agrostula truncatula subsp. durieui",2,TRUE,540020,"Poaceae","Agrostula",NA,NA,NA,NA,NA
"Aichryson bollei",1,FALSE,2626770,"Crassulaceae","Aichryson","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Aichryson dichotomum",3,FALSE,2626773,"Crassulaceae","Aichryson",NA,NA,"Non-Woody","Annual",NA
"Aichryson divaricatum",1,FALSE,2626774,"Crassulaceae","Aichryson",NA,"Non-Woody","Non-Woody","Annual",NA
"Aichryson laxum",2,FALSE,2626782,"Crassulaceae","Aichryson",NA,"Non-Woody","Non-Woody","Annual",1909
"Aichryson parlatorei",1,FALSE,2626791,"Crassulaceae","Aichryson","Annual","Non-Woody","Non-Woody","Annual",NA
"Aichryson punctatum",3,FALSE,2626798,"Crassulaceae","Aichryson","Annual","Non-Woody","Non-Woody","Annual",NA
"Aichryson tortuosum",1,FALSE,2626804,"Crassulaceae","Aichryson","Perennial",NA,"Non-Woody","Perennial",NA
"Ailanthus altissima",18,FALSE,2626815,"Simaroubaceae","Ailanthus","Perennial","Woody","Woody","Perennial",1786
"Aira caryophyllea",7,TRUE,390804,"Poaceae","Aira","Annual","Non-Woody","Non-Woody","Annual",1898
"Aira elegans",2,TRUE,519580,"Poaceae","Aira","Annual","Non-Woody","Non-Woody","Annual",1852
"Aira praecox",6,TRUE,391043,"Poaceae","Aira","Annual","Non-Woody","Non-Woody","Annual",NA
"Aizoon canariense",1,FALSE,2627016,"Aizoaceae","Aizoon",NA,"Non-Woody","Non-Woody",NA,NA
"Ajania pacifica",1,FALSE,3107194,"Asteraceae","Ajania","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ajuga chamaepitys",5,TRUE,5197,"Lamiaceae","Ajuga","Annual","Non-Woody","Non-Woody","Annual",1551
"Ajuga chamaepitys subsp. chia",6,TRUE,5200,"Lamiaceae","Ajuga",NA,NA,"Non-Woody","Perennial",NA
"Ajuga genevensis",10,TRUE,5266,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial",1839
"Ajuga iva",2,TRUE,5293,"Lamiaceae","Ajuga","Perennial",NA,"Non-Woody","Perennial",NA
"Ajuga laxmannii",4,TRUE,5308,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ajuga orientalis",1,TRUE,5347,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ajuga pyramidalis",2,TRUE,5370,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ajuga reptans",27,TRUE,5385,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ajuga salicifolia",3,TRUE,5393,"Lamiaceae","Ajuga","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Akebia quinata",2,FALSE,517411,"Lardizabalaceae","Akebia","Perennial","Woody","Woody","Perennial",1836
"Akebia trifoliata",1,FALSE,517421,"Lardizabalaceae","Akebia","Perennial","Woody","Woody","Perennial",NA
"Akhania canescens",1,FALSE,3288839,"Amaranthaceae","Akhania","Perennial",NA,NA,"Perennial",NA
"Albizia julibrissin",13,FALSE,2627374,"Fabaceae","Albizia","Perennial","Woody","Woody","Perennial",1745
"Albizia lebbeck",1,FALSE,2627391,"Fabaceae","Albizia","Perennial","Woody","Woody","Perennial",NA
"Albizia procera",1,FALSE,2627494,"Fabaceae","Albizia","Perennial","Woody","Woody","Perennial",NA
"Albuca bracteata",1,FALSE,456152,"Asparagaceae","Albuca","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea acaulis",2,FALSE,2627621,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea apterocarpa",3,FALSE,2627628,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea biennis",7,TRUE,2627634,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",1938
"Alcea calvertii",1,FALSE,2627635,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea digitata",1,FALSE,2627641,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea dissecta",2,FALSE,2627642,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea excubita",1,FALSE,2627645,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea flavovirens",1,FALSE,2627649,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea heldreichii",1,TRUE,2627660,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea hohenackeri",2,FALSE,2627661,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea nudiflora",2,FALSE,2909953,"Malvaceae","Alcea",NA,"Non-Woody","Non-Woody","Perennial",NA
"Alcea rosea",57,FALSE,2627710,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",1804
"Alcea rufescens",1,FALSE,2627713,"Malvaceae","Alcea",NA,NA,"Non-Woody","Perennial",NA
"Alcea rugosa",4,TRUE,2627714,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",1940
"Alcea setosa",5,TRUE,2627719,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",1922
"Alcea striata",3,FALSE,2627724,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alcea tabrisiana",1,FALSE,2627728,"Malvaceae","Alcea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla acutidens",3,TRUE,2938705,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla alpigena",1,TRUE,2938925,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla alpina",12,TRUE,2938928,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla arvensis",2,TRUE,2938788,"Rosaceae","Alchemilla","Annual","Non-Woody","Non-Woody","Annual",1870
"Alchemilla australis",1,TRUE,3226041,"Rosaceae","Alchemilla","Annual","Non-Woody","Non-Woody","Annual",NA
"Alchemilla barbatiflora",1,FALSE,2938910,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla bulgarica",2,TRUE,2939023,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla catachnoa",1,TRUE,2939049,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla chirophylla",1,TRUE,2939123,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla colorata",1,TRUE,2939140,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla conjuncta",4,TRUE,2939158,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",1812
"Alchemilla connivens",1,TRUE,2939160,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla coriacea",1,TRUE,2939166,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla crinita",2,TRUE,2939182,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla filicaulis",1,TRUE,2939303,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla fissa",5,TRUE,2939319,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla flabellata",2,TRUE,2939333,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla glabra",6,TRUE,2939375,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla glaucescens",2,TRUE,2939395,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla glomerulans",3,TRUE,2939401,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla heterophylla",1,TRUE,2939536,"Rosaceae","Alchemilla",NA,NA,"Non-Woody","Perennial",NA
"Alchemilla holocycla",1,FALSE,2939561,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla hoppeana",3,TRUE,2939566,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla hybrida",2,TRUE,2939619,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla indivisa",2,TRUE,2939439,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla micans",1,TRUE,2939817,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",1950
"Alchemilla microcarpa",1,TRUE,2939829,"Rosaceae","Alchemilla","Annual","Non-Woody","Non-Woody","Annual",NA
"Alchemilla mollis",8,TRUE,2939865,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",1938
"Alchemilla monticola",4,TRUE,2939882,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla murbeckiana",3,TRUE,2939898,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla nitida",3,TRUE,2939920,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla othmarii",1,TRUE,2939966,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla oxyodonta",1,TRUE,2939968,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla pallens",1,TRUE,2939975,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla pentaphyllea",2,TRUE,2940025,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla plicata",1,TRUE,2940059,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",1906
"Alchemilla plicatula",1,TRUE,2940064,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Alchemilla propinqua",1,TRUE,2940106,"Rosaceae","Alchemilla","Perennial","Non-Woody","Non-Woody","Perennial",1938
